,word,translation
4622,dispare,"verb: shoot, fire, discharge.  "
4623,cuan,how
4624,champaña,"noun: champagne, bubbly.  "
4625,atractiva,"adjective: attractive, sexy, appealing.  "
4626,terminal,adjective: terminal.  noun: terminal.  
4627,rita,Rita
4628,poesía,"noun: poetry, poem, verse.  "
4629,pierda,"verb: lose, miss, waste.  "
4630,expertos,noun: cognoscenti.  
4631,ensalada,noun: salad.  
4632,convertir,"verb: convert, turn, transform.  "
4633,calientes,"adjective: hot, warm, heated.  "
4634,autopsia,"noun: autopsy, postmortem, postmortem examination.  "
4635,tristeza,"noun: sadness, sorrow, gloom.  "
4636,tiendas,"noun: store, shop, tent.  "
4637,mafia,noun: mafia.  
4638,jodas,"verb: fuck, screw, fuck up.  "
4639,escuchó,"verb: listen, hear, listen to.  "
4640,enormes,"adjective: huge, enormous, massive.  "
4641,denme,give me
4642,atacaron,"verb: attack, strike, tackle.  "
4643,almacén,"noun: store, warehouse, storehouse.  "
4644,sufrió,"verb: suffer, experience, sustain.  "
4645,productos,noun: produce.  
4646,productor,noun: producer.  adjective: producing.  
4647,permitido,adjective: permitted.  
4648,pegó,"verb: paste, stick, glue.  "
4649,matarla,kill her
4650,interno,"adjective: internal, inside, intern.  noun: internal, intern, interior.  "
4651,interna,"adjective: internal, inside, intern.  noun: internal, intern, interior.  "
4652,infantil,"adjective: infantile, childish, childlike.  "
4653,españa,noun: Spain.  
4654,diarios,"adjective: daily, everyday, per diem.  noun: daily, journal, newspaper.  "
4655,combinación,"noun: combination, blend, scheme.  "
4656,acompañe,"verb: accompany, join, escort.  "
4657,ropas,"noun: clothing, clothes, wear.  "
4658,pondremos,"verb: put, add, place.  "
4659,metiste,"verb: put, insert, place.  "
4660,esencia,"noun: essence, substance, core.  "
4661,brillantes,"adjective: bright, brilliant, shiny.  "
4662,bingo,noun: bingo.  
4663,sordo,"adjective: deaf, dull, muffled.  noun: tone deaf.  "
4664,sacas,"verb: take, get, draw.  "
4665,rancho,noun: ranch.  
4666,objetivos,objectives
4667,muebles,"noun: furniture, furnishings, movables.  "
4668,mencionó,"verb: mention, name, refer to.  "
4669,estupido,"adjective: stupid, idiotic, asinine.  noun: idiot, bonehead, coot.  "
4670,enterado,adjective: knowledgeable.  
4671,documento,"noun: document, paper, record.  "
4672,vencer,"verb: overcome, beat, defeat.  "
4673,sintiendo,"verb: feel, sense, regret.  "
4674,quieta,"adjective: still, calm, quiescent.  "
4675,período,"noun: period, time, term.  "
4676,oportunidades,"noun: opportunity, chance, occasion.  "
4677,monos,"noun: ape, overalls, overall.  adjective: cute, nice, lovely.  "
4678,mercancía,"noun: commodity, ware.  "
4679,lastimado,"adjective: hurt, injured, lacerated.  "
4680,internos,"adjective: internal, inside, intern.  noun: internal, intern, interior.  "
4681,hueco,"noun: gap, hollow, hole.  adjective: hollow, empty.  "
4682,golpea,"verb: hit, strike, beat.  "
4683,evento,noun: event.  
4684,estudiando,"verb: study, investigate, look at.  "
4685,elige,"verb: choose, select, elect.  "
4686,crecido,"adjective: grown-up, full-grown.  "
4687,conspiración,"noun: conspiracy, plot.  "
4688,avenida,"noun: avenue, boulevard, flood.  abbreviation: Ave.  "
4689,tremendo,"adjective: tremendous, awful, terrific.  "
4690,tocas,"verb: touch, play, perform.  "
4691,sabias,"adjective: wise, sage, learned.  noun: sage, savant, guru.  "
4692,raya,"noun: stripe, line, streak.  "
4693,líos,"noun: mess, hassle, fuss.  "
4694,invitar,"verb: invite, ask, invite over.  "
4695,homicidios,"noun: homicide, murder.  "
4696,herramientas,"noun: gear, kit, outfit.  "
4697,flecha,"noun: arrow, dart.  "
4698,derrota,"noun: defeat, rout, beating.  "
4699,cervezas,"noun: beer, pint, suds.  "
4700,terminará,"verb: end, finish, complete.  "
4701,llenar,"verb: fill, fill out, fill up.  "
4702,líderes,noun: leader.  
4703,ganan,"verb: win, earn, gain.  "
4704,fingir,"verb: pretend, fake, feign.  "
4705,estrategia,"noun: strategy, strategics, set piece.  "
4706,dirán,"verb: say, tell, speak.  "
4707,confías,"verb: trust, rely, entrust.  "
4708,cómoda,"noun: commode, bureau.  "
4709,comience,"verb: start, begin, commence.  "
4710,cenizas,"noun: ash, cinder, calx.  "
4711,capaces,"adjective: able, capable, competent.  "
4712,temía,"verb: fear, dread, apprehend.  "
4713,sonríe,"verb: smile, grin.  "
4714,quite,noun: parry.  
4715,necesites,"verb: need, require, take.  "
4716,mostrarle,show him
4717,mordió,"verb: bite, bite into, nibble.  "
4718,jefa,"noun: head, chief, boss.  "
4719,fallo,"noun: failure, ruling, judgment.  "
4720,empiezan,"verb: start, begin, get.  "
4721,dispositivo,"noun: device, appliance, mechanism.  "
4722,detesto,"noun: hate, hatred.  "
4723,aprendiste,"verb: learn, pick up, acquire.  "
4724,aman,verb: love.  
4725,agradecido,"adjective: grateful, thankful, appreciative.  "
4726,agáchate,get down
4727,terminaste,"verb: end, finish, complete.  "
4728,sida,abbreviation: AIDS.  
4729,mueras,"verb: die, kill, die out.  "
4730,mentí,"verb: lie, tell a lie, prevaricate.  "
4731,lujo,"noun: luxury, luxe, lushness.  "
4732,láser,noun: laser.  
4733,importe,noun: amount.  
4734,físico,"adjective: physical, material.  noun: physicist, physique.  "
4735,caes,"verb: fall, drop, fall down.  "
4736,tiros,noun: shooting.  
4737,miran,"verb: look, look at, watch.  "
4738,hadas,"noun: fairy, sprite.  "
4739,ganancias,"noun: earnings, winnings, proceeds.  "
4740,fritas,"adjective: fried, pan-fried.  "
4741,fantasía,"noun: fantasy, fantasia, fancy.  "
4742,deténgase,phrase: Stop.  
4743,déjenlo,let it
4744,curar,"verb: cure, heal, treat.  "
4745,comidas,noun: feeding.  
4746,quisiste,"verb: want, love, wish.  "
4747,pacífico,"adjective: Pacific, peaceful, peaceable.  "
4748,oler,"verb: smell, sniff, scent.  "
4749,ofreció,"verb: offer, give, present.  "
4750,importaba,"verb: import, matter, amount to.  "
4751,certeza,"noun: certainty, assurance, surety.  "
4752,actividades,"noun: activity, movement, briskness.  "
4753,vestidos,"noun: clothes, garments, clothing.  "
4754,suele,verb: floor.  
4755,submarino,"adjective: submarine, underwater, undersea.  noun: submarine.  "
4756,podrias,"verb: be able to, can, may.  "
4757,pesa,"noun: weight, dumbbell.  "
4758,judas,noun: peephole.  
4759,idioma,"noun: language, tongue, idiom.  "
4760,identificar,"verb: identify, recognize, detect.  "
4761,hubiéramos,verb: have.  
4762,cañones,"noun: ordnance, cannonry.  "
4763,beneficios,"noun: benefit, profit, advantage.  "
4764,sospecha,"noun: suspicion, hunch, odor.  "
4765,observación,"noun: observation, remark, sighting.  "
4766,muchachas,"noun: boy, lad, youngster.  "
4767,manejo,"noun: management, handling, driving.  "
4768,jodiendo,"verb: fuck, screw, fuck up.  "
4769,explicarlo,explain it
4770,divino,"adjective: divine, godlike.  noun: divine.  "
4771,divertida,"adjective: funny, amusing, amused.  "
4772,despegue,"noun: takeoff, blast-off.  "
4773,contrató,"noun: contract, agreement, engagement.  "
4774,volumen,"noun: volume, bulk, loudness.  "
4775,trabajó,"noun: work, job, labor.  "
4776,términos,noun: determination.  
4777,morirán,"verb: die, kill, die out.  "
4778,hombros,noun: shoulder.  
4779,hada,"noun: fairy, sprite.  "
4780,alegre,cheerful
4781,terribles,"adjective: terrible, awful, dreadful.  "
4782,temes,"verb: fear, dread, apprehend.  "
4783,sabiduría,"noun: wisdom, knowledge, sageness.  "
4784,prioridad,"noun: priority, precedence, preference.  "
4785,pluma,"noun: pen, feather, quill.  "
4786,misil,noun: missile.  
4787,mansión,Mansion
4788,detenerme,stop me
4789,despertó,"verb: wake, awaken, arouse.  "
4790,decírmelo,tell me
4791,cambiará,"verb: change, switch, shift.  "
4792,arranca,"verb: tear, pull, pluck.  "
4793,alejado,"verb: move away, walk away, recede.  "
4794,soltero,"adjective: single, unmarried, stag.  noun: bachelor.  "
4795,pierden,"verb: lose, miss, waste.  "
4796,mascota,noun: mascot.  
4797,empuja,"verb: push, drive, shove.  "
4798,dentista,noun: dentist.  
4799,cogido,adjective: taken.  
4800,batería,"noun: battery, drums, drummer.  "
4801,visual,adjective: visual.  
4802,reconoce,"verb: recognize, acknowledge, admit.  "
4803,pedimos,"verb: ask, request, ask for.  "
4804,niebla,"noun: fog, mist.  "
4805,métodos,noun: inscription.  
4806,durmió,"verb: sleep, slumber, doze.  "
4807,desfile,"noun: parade, procession, march-past.  "
4808,creciendo,"verb: grow, grow up, increase.  "
4809,continua,"adjective: continuous, continuing, continual.  "
4810,borracha,"adjective: drunk, drunken, boozy.  noun: drunkard, alcoholic, boozer.  "
4811,beca,"noun: scholarship, grant, bursary.  "
4812,adolescente,"noun: teenager, teen, adolescent.  adjective: adolescent.  "
4813,actos,noun: doings.  
4814,mágica,"adjective: magical, magic, fairy.  "
4815,imbéciles,"noun: moron, imbecile, fool.  adjective: imbecile, idiotic, silly.  "
4816,huyendo,"verb: escape, run away, run.  "
4817,fotógrafo,noun: photographer.  
4818,experimentos,"noun: experiment, experimentation.  "
4819,edificios,"noun: building, premises, place.  "
4820,deténganse,stop
4821,cálmense,calm down
4822,atmósfera,noun: atmosphere.  
4823,acabaron,"verb: end, finish, complete.  "
4824,votos,noun: votes.  
4825,tareas,"noun: task, job, homework.  "
4826,presupuesto,"noun: budget, estimate, presupposition.  "
4827,persecución,"noun: persecution, pursuit, chase.  "
4828,enseñarle,teach him
4829,enfermos,noun: sick.  
4830,cortes,"adjective: courteous, polite, gracious.  "
4831,contaste,"verb: count, tell, reckon.  "
4832,recuerdan,"verb: remember, recall, remind.  "
4833,probabilidades,"noun: probability, likelihood, potluck.  "
4834,núcleo,"noun: core, nucleus, kernel.  "
4835,multitud,"noun: crowd, multitude, mob.  "
4836,moriré,"verb: die, kill, die out.  "
4837,empresas,"noun: company, business, enterprise.  "
4838,delta,noun: delta.  
4839,asociación,"noun: association, partnership, society.  "
4840,verdes,"adjective: green, verdant, greeny.  noun: green.  "
4841,profesión,"noun: profession, occupation, career.  "
4842,pelotón,"noun: platoon, squad, posse.  "
4843,paro,"noun: arrest, strike, stoppage.  "
4844,largos,"adjective: long, lengthy, dilatory.  noun: length, largo.  "
4845,danos,damage
4846,creído,"adjective: hoped, inclined, gullible.  "
4847,cosecha,"noun: harvest, crop, harvesting.  "
4848,cintas,"noun: thongs, narrow goods.  "
4849,agallas,"noun: guts, spunk, pluck.  "
4850,vendido,"adjective: sold, out-of-print.  "
4851,tortura,"noun: torture, excruciation.  "
4852,suéltala,let her go
4853,sexuales,"adjective: sexual, sex, sexy.  "
4854,retirado,"adjective: retired, withdrawn, disengaged.  abbreviation: Ret..  noun: pensionary.  "
4855,reconoces,"verb: recognize, acknowledge, admit.  "
4856,pudieran,"verb: be able to, can, may.  "
4857,desorden,"noun: disorder, clutter, disarray.  "
4858,desarrollo,"noun: development, developing, growth.  "
4859,abandonó,"noun: abandonment, neglect, abandon.  "
4860,vodka,noun: vodka.  
4861,violento,"adjective: violent, fierce, harsh.  "
4862,vestida,adjective: dressed.  
4863,probarlo,taste it
4864,balón,"noun: ball, football, basketball.  "
4865,población,"noun: population, town, dwellers.  "
4866,pechos,noun: mammaries.  
4867,ocurrirá,"verb: occur, happen, take place.  "
4868,mientes,"verb: lie, tell a lie, prevaricate.  "
4869,leal,"adjective: loyal, faithful, true.  "
4870,jo,me
4871,federación,noun: federation.  
4872,dí,interjection: Talk away!.  
4873,asustaste,"verb: scare, frighten, startle.  "
4874,apártate,back off
4875,vinieras,"verb: come, come round, come through.  "
4876,valioso,"adjective: valuable, rewarding.  "
4877,profesora,"noun: teacher, female professor, mistress.  "
4878,misericordia,"noun: mercy, compassion, forgiveness.  "
4879,mancha,"noun: stain, spot, slick.  "
4880,ilusión,"noun: delusion, hope, dream.  "
4881,habrás,verb: have.  
4882,golpeado,adjective: kicked.  
4883,generador,"noun: generator, power unit.  "
4884,empiezas,"verb: start, begin, get.  "
4885,detuvo,"verb: stop, halt, arrest.  "
4886,despedir,"verb: dismiss, sack, discharge.  "
4887,cuerdas,"noun: rope, string, cord.  "
4888,cráneo,"noun: skull, cranium, crania.  "
4889,champán,noun: champagne.  
4890,cartel,"noun: cartel, poster, sign.  "
4891,campana,"noun: bell, bell jar, bell glass.  "
4892,vendió,"verb: sell, market, trade.  "
4893,rompí,"verb: break, break down, smash.  "
4894,revistas,"noun: magazine, journal, review.  "
4895,ordena,"verb: order, sort, arrange.  "
4896,cállese,Shut up
4897,avanzar,"verb: advance, move, proceed.  "
4898,técnicamente,adverb: technically.  
4899,remoto,"adjective: remote, far, distant.  noun: faraway.  "
4900,pudiéramos,"verb: be able to, can, may.  "
4901,pega,"noun: sticking, downside, snag.  "
4902,parto,"noun: delivery, birth, childbirth.  "
4903,nido,"noun: nest, nidus.  "
4904,molestando,"verb: disturb, bother, annoy.  "
4905,gota,"noun: drop, gout, bead.  "
4906,fracasado,"adjective: failed, unsuccessful, washed-up.  noun: failure, loser.  "
4907,esperé,Wait
4908,escúcheme,listen to me
4909,eco,"noun: echo, reverberation, replication.  "
4910,duros,"adjective: hard, tough, harsh.  noun: die-hard, hard-liner.  "
4911,dispararle,shoot him
4912,desaparecieron,"verb: disappear, go away, vanish.  "
4913,contarle,tell him
4914,cargando,"verb: load, charge, upload.  "
4915,caen,"verb: fall, drop, fall down.  "
4916,asesinó,"noun: murderer, killer, assassin.  adjective: murderous, cutthroat.  "
4917,prométeme,promise me
4918,políticos,adjective: political.  noun: politician.  
4919,plantas,noun: herbage.  
4920,oculta,"verb: hide, conceal, cover.  "
4921,mundos,"noun: world, savoir faire.  "
4922,fines,"adjective: Finnish, Finnic.  noun: Finnish, Finnic.  "
4923,dueños,"noun: owner, landlord, proprietor.  "
4924,detén,"verb: stop, halt, arrest.  "
4925,cm,cm
4926,asesinar,"verb: murder, assassinate, kill.  "
4927,agosto,noun: August.  abbreviation: Aug..  
4928,rojas,"adjective: red, ruddy, ginger.  noun: red.  "
4929,pantano,"noun: swamp, marsh, bog.  "
4930,opina,"verb: say, think, opine.  "
4931,odian,"verb: hate, loathe, detest.  "
4932,llegaré,"verb: get, reach, arrive.  "
4933,impresionado,adjective: impressed.  
4934,dirigir,"verb: direct, lead, address.  "
4935,diciembre,noun: December.  abbreviation: Dec..  
4936,decidimos,"verb: decide, determine, rule.  "
4937,conectado,"adjective: connected, on-line.  "
4938,toco,"verb: touch, play, perform.  "
4939,sinceramente,"adverb: sincerely, genuinely, heartily.  "
4940,relacionado,"adjective: relevant, allied, germane.  "
4941,quedaron,"verb: stay, remain, keep.  "
4942,levanten,"verb: lift, raise, pick up.  "
4943,espantoso,"adjective: frightening, dreadful, frightful.  "
4944,enseño,"verb: teach, show, train.  "
4945,enfermedades,"noun: disease, illness, sickness.  "
4946,divirtiendo,"verb: amuse, entertain, divert.  "
4947,cubre,"verb: cover, coat, serve.  "
4948,confidencial,"adjective: confidential, private, inside.  "
4949,compre,"verb: buy, purchase, get.  "
4950,baúl,noun: trunk.  
4951,baila,"verb: dance, spin, jig.  "
4952,aumento,"noun: increase, rise, growth.  "
4953,ascenso,"noun: ascent, promotion, climb.  "
4954,testimonio,"noun: testimony, witness, attestation.  "
4955,saliera,"verb: leave, get out, go out.  "
4956,resiste,"verb: resist, hold, endure.  "
4957,párate,stand up
4958,ofrecer,"verb: offer, give, present.  "
4959,ocupo,"verb: occupy, fill, take.  "
4960,merecía,"verb: deserve, merit, earn.  "
4961,jabón,noun: soap.  
4962,hamburguesa,"noun: burger, hamburger.  "
4963,escuelas,"noun: school, college, schoolhouse.  "
4964,equivoco,"adjective: mistaken, equivocal, ambiguous.  noun: ambiguity, equivocation, double entendre.  "
4965,caiga,"verb: fall, drop, fall down.  "
4966,beneficio,"noun: benefit, profit, advantage.  "
4967,suéltalo,interjection: Shoot!.  
4968,rusa,"adjective: Russian, Soviet.  noun: Russian, Soviet.  "
4969,receta,"noun: recipe, prescription.  "
4970,modelos,"noun: model, pattern, standard.  "
4971,misterioso,"adjective: mysterious, eerie, uncanny.  "
4972,esconder,"verb: hide, conceal, stash.  "
4973,eche,"verb: cast, throw, put.  "
4974,contarte,tell you
4975,callejón,"noun: alley, alleyway, passageway.  "
4976,buscarla,look for her
4977,bonitas,"adjective: nice, beautiful, pretty.  "
4978,toquen,"verb: touch, play, perform.  "
4979,rudo,"adjective: rude, hard, burly.  "
4980,pasaré,"verb: pass, go, move.  "
4981,extrañé,"verb: surprise, miss, long for.  "
4982,detras,"adverb: behind, back, after.  "
4983,detenerlos,stop them
4984,delito,"noun: crime, offense, felony.  "
4985,atacado,"verb: attack, strike, tackle.  "
4986,traerlo,bring it
4987,sentencia,"noun: judgment, sentence, statement.  "
4988,sácame,kick me out
4989,posibles,"adjective: possible, potential, likely.  "
4990,participar,"verb: participate, take part, join.  "
4991,pagas,"verb: pay, pay for, repay.  "
4992,mintió,"verb: lie, tell a lie, prevaricate.  "
4993,jefes,"noun: head, chief, boss.  "
4994,excepción,noun: exception.  
4995,espadas,noun: spades.  
4996,engañado,"adjective: cheated, cheating, put-upon.  "
4997,débiles,noun: weak.  
4998,corporación,"noun: corporation, body corporate.  "
4999,cerrados,"verb: close, shut, shut down.  "
5000,carajos,"noun: dick, prick, cock.  "
5001,vería,"verb: see, view, watch.  "
5002,seca,"adjective: dried, dry, dead.  "
5003,recibiendo,"verb: receive, get, welcome.  "
5004,pescar,"verb: fish, catch, hook.  "
5005,olvidas,"verb: forget, neglect, leave.  "
5006,naciones,"noun: nation, people, folk.  "
5007,llevara,"verb: carry, take, bring.  "
5008,graciosa,"adjective: funny, graceful, gracious.  "
5009,emergencias,noun: emergency.  
5010,conviene,"verb: agree, suit, arrange.  "
5011,comunicaciones,"noun: communication, message, announcement.  "
5012,caí,"verb: fall, drop, fall down.  "
5013,ocuparé,"verb: occupy, fill, take.  "
5014,niñita,noun: toddler.  
5015,hazte,do yourself
5016,estupenda,"adjective: great, super, wonderful.  "
5017,disciplina,"noun: discipline, orderliness.  "
5018,case,"verb: marry, wed, marry off.  "
5019,arriesgado,"adjective: risky, hazardous, dangerous.  "
5020,arquitecto,noun: architect.  
5021,vaticano,noun: Vatican.  
5022,traerme,bring me
5023,tiroteo,noun: gunfire.  
5024,sirvo,"verb: serve, help, do.  "
5025,sentirás,"verb: feel, sense, regret.  "
5026,ratón,noun: mouse.  
5027,quitarme,take off
5028,quedaba,"verb: stay, remain, keep.  "
5029,preguntan,"verb: ask, inquire, question.  "
5030,permíteme,let me
5031,masacre,noun: massacre.  
5032,infancia,"noun: childhood, infancy, babyhood.  "
5033,indio,"adjective: Indian.  noun: Indian, Red Indian.  "
5034,homosexual,homosexual
5035,chance,"noun: chance, opportunity.  "
5036,barba,"noun: beard, chin, whiskers.  "
5037,artes,"noun: art, craft, artistry.  "
5038,acerque,"verb: bring closer, bring near, draw near.  "
5039,susto,"noun: scare, fright, terror.  "
5040,síntomas,"noun: symptom, sign, trace.  "
5041,salvarte,save you
5042,sabio,"adjective: wise, sage, learned.  noun: sage, savant, guru.  "
5043,romance,"adjective: Romance.  noun: ballad, Romanic.  "
5044,petición,"noun: request, demand, petition.  "
5045,peligrosos,"adjective: dangerous, hazardous, perilous.  "
5046,orinar,"verb: urinate, make water, micturate.  phrase: pass water.  "
5047,macho,"adjective: male, butch, bully.  noun: male, macho, plug.  "
5048,llevarse,"verb: get, take away, win.  "
5049,lindos,"adjective: cute, nice, beautiful.  "
5050,protegerte,protect you
5051,profundidad,"noun: depth, profundity, deepness.  "
5052,pides,"verb: ask, request, ask for.  "
5053,permanente,"adjective: permanent, standing, abiding.  noun: permanent, perm, permanent wave.  "
5054,investigaciones,noun: research.  
5055,cruzando,"verb: cross, walk across, traverse.  "
5056,comenzando,"verb: start, begin, commence.  "
5057,atrapada,"verb: catch, trap, cop.  "
5058,trampas,noun: skulduggery.  
5059,tomemos,"verb: take, have, drink.  "
5060,tímido,"adjective: shy, timid, coy.  "
5061,ola,"noun: wave, surge, snap.  "
5062,narices,"noun: nose, nozzle.  "
5063,diana,"noun: bull's-eye, dartboard, reveille.  "
5064,presentarles,introduce you
5065,pasaremos,"verb: pass, go, move.  "
5066,observa,"verb: observe, note, watch.  "
5067,nacer,"verb: be born, rise, come into being.  phrase: see the light.  "
5068,mona,"noun: bow, puff.  "
5069,mm,hmm
5070,increíblemente,adverb: incredibly.  
5071,despegar,"verb: take off, lift off, detach.  "
5072,comentario,"noun: comment, commentary, remark.  "
5073,sufre,"verb: suffer, experience, sustain.  "
5074,ramera,"noun: harlot, slut, trollop.  "
5075,perfume,"noun: perfume, scent, odor.  "
5076,oscura,"adjective: dark, obscure, dim.  "
5077,olas,noun: surf.  
5078,obligado,"adjective: obliged, bound, obligatory.  noun: obbligato.  "
5079,noviembre,"noun: November.  abbreviation: N., Nov..  "
5080,logré,"verb: achieve, accomplish, get.  "
5081,llevaría,"verb: carry, take, bring.  "
5082,fallado,"verb: fail, miss, misfire.  "
5083,escocia,noun: Scotland.  
5084,destruyó,"verb: destroy, kill, smash.  "
5085,conduciendo,"verb: lead, drive, conduct.  "
5086,camiseta,"noun: vest, camisole, chemisette.  "
5087,venas,veins
5088,riendo,laughing
5089,resistir,"verb: resist, hold, endure.  "
5090,pavo,"noun: turkey, turkeycock.  "
5091,pagué,"verb: pay, pay for, repay.  "
5092,nieto,"noun: grandson, grandchild.  "
5093,liberar,"verb: liberate, set free, loose.  "
5094,hogares,"noun: home, hearth, fireplace.  "
5095,denle,give him
5096,barón,noun: baron.  
5097,aguanto,"verb: endure, stand, put up.  "
5098,vicepresidente,"noun: vice-president, vice-chairman.  "
5099,simón,simon
5100,querrías,"verb: want, love, wish.  "
5101,quedara,"verb: stay, remain, keep.  "
5102,ordenador,noun: computer.  
5103,jodidos,"verb: fuck, screw, fuck up.  "
5104,enfermeras,noun: nurse.  
5105,despertado,"verb: wake, awaken, arouse.  "
5106,comentarios,noun: commentation.  
5107,alumnos,"noun: student, pupil, disciple.  "
5108,aburrida,"adjective: boring, dull, tired.  "
5109,superar,"verb: overcome, surpass, pass.  "
5110,norma,"noun: rule, norm, policy.  "
5111,musical,"adjective: musical, music.  noun: musical.  "
5112,lápiz,noun: pencil.  
5113,jodan,"verb: fuck, screw, fuck up.  "
5114,incluye,"verb: include, cover, incorporate.  "
5115,fruta,noun: fruit.  
5116,entran,"verb: enter, get in, come in.  "
5117,eléctrica,"adjective: electric, electrical.  noun: electric, fan.  "
5118,crítica,"noun: review, criticism, critique.  "
5119,comí,"verb: eat, lunch, meal.  "
5120,chip,noun: chip.  
5121,cargado,"adjective: loaded, laden.  noun: charged.  "
5122,altas,"adjective: high, tall, upper.  "
5123,venden,"verb: sell, market, trade.  "
5124,superiores,"adjective: top, upper, higher.  noun: superior, better.  "
5125,sufriendo,"verb: suffer, experience, sustain.  "
5126,sacamos,"verb: take, get, draw.  "
5127,invitó,"verb: invite, ask, invite over.  "
5128,huelo,"verb: smell, sniff, scent.  "
5129,harían,"verb: do, make, ask.  "
5130,gastar,"verb: spend, expend, waste.  "
5131,escapa,"verb: escape, get away, flee.  "
5132,confirmar,"verb: confirm, support, uphold.  "
5133,quitado,"adjective: taken, left, gone.  noun: falconry.  "
5134,probando,"verb: try, test, prove.  "
5135,perímetro,"noun: perimeter, contour.  "
5136,pegado,"adjective: glued, fastened.  "
5137,olviden,"verb: forget, neglect, leave.  "
5138,mentirosa,"noun: liar, deceiver, fibber.  adjective: lying, false, deceitful.  "
5139,incapaz,"adjective: unable, incapable, helpless.  "
5140,forense,adjective: forensic.  
5141,ésas,pronoun: those.  
5142,dignidad,"noun: dignity, rank, pride.  "
5143,detectives,"noun: detective, sleuth, private eye.  "
5144,deportes,noun: sports.  
5145,delicado,"adjective: delicate, dainty, subtle.  "
5146,cuarenta,"noun: forty.  : forty, fortieth.  "
5147,constante,"adjective: constant, continual, regular.  noun: constant.  "
5148,bebes,"verb: drink, imbibe, booze.  "
5149,sesos,"noun: brains, pate.  "
5150,seriamente,"adverb: seriously, thoughtfully.  "
5151,regresemos,"verb: return, go back, come back.  "
5152,protegiendo,"verb: protect, safeguard, secure.  "
5153,muralla,"noun: wall, rampart, battlement.  "
5154,meterse,"verb: get into, jump on.  "
5155,lleves,"verb: carry, take, bring.  "
5156,inténtalo,Try it
5157,huye,"verb: escape, run away, run.  "
5158,embarazo,noun: pregnancy.  
5159,debimos,"verb: must, owe, job.  "
5160,cuartos,"adjective: fourth.  noun: fourth, room, quarter.  "
5161,copas,noun: hearts.  
5162,rehén,"noun: hostage, pawn.  "
5163,pisos,"noun: floor, flat, flooring.  "
5164,persiguiendo,"verb: pursue, chase, persecute.  "
5165,milagros,"noun: miracle, wonder.  "
5166,horror,"noun: horror, terror, dread.  "
5167,emocional,adjective: emotional.  
5168,comedor,"noun: dining room, diner, dining hall.  "
5169,busqué,"verb: search, search for, look.  "
5170,buscarme,look for me
5171,tumbas,"noun: tomb, grave.  "
5172,subtitulado,verb: subtitle.  
5173,plazo,"noun: term, time limit, date.  "
5174,pesca,"noun: fishing, catch.  "
5175,muertas,"adjective: dead, deceased, lifeless.  "
5176,mantenerlo,keep it
5177,llamaremos,"verb: call, get, knock.  "
5178,litros,"noun: liter, litre.  "
5179,horribles,"adjective: horrible, awful, hideous.  "
5180,deudas,noun: liabilities.  
5181,detiene,"verb: stop, halt, arrest.  "
5182,compraste,"verb: buy, purchase, get.  "
5183,comisaría,noun: commissariat.  
5184,verlas,see them
5185,vé,interjection: Cave!.  
5186,vago,"adjective: vague, faint, shadowy.  noun: slacker, loafer, tramp.  "
5187,unica,only
5188,radiación,noun: radiation.  
5189,múltiples,"adjective: multiple, manifold, multifarious.  "
5190,muchísimas,very many
5191,equivoca,"adjective: mistaken, equivocal, ambiguous.  "
5192,cuya,whose
5193,cortinas,noun: drape.  
5194,tenerla,have her
5195,tapa,"noun: cover, lid, top.  "
5196,sorpresas,noun: surprise.  
5197,respiro,"noun: respite, reprieve, lull.  "
5198,queja,"noun: complaint, grievance, gripe.  "
5199,preguntarme,ask me
5200,oyendo,"verb: hear, listen, overhear.  "
5201,mordida,"noun: bite, kickback.  "
5202,mmm,Hmm
5203,miró,"verb: look, look at, watch.  "
5204,marchar,"verb: march, go, walk.  "
5205,mantequilla,noun: butter.  
5206,guardián,"noun: guardian, keeper, custodian.  "
5207,escándalo,"noun: scandal, fuss, outrage.  "
5208,causó,"verb: cause, inflict, bring about.  "
5209,aléjense,stay away
5210,acercando,"verb: bring closer, bring near, draw near.  "
5211,vió,"verb: see, view, watch.  "
5212,tinta,"noun: ink, drawing ink, ceruse.  "
5213,sindicato,"noun: union, trade union, syndicate.  "
5214,reuniones,"noun: meeting, reunion, gathering.  "
5215,pida,"verb: ask, request, ask for.  "
5216,personajes,"noun: character, personage, very important person.  "
5217,lees,verb: read.  
5218,dispuesta,"adjective: ready, disposed, prepared.  "
5219,descripción,"noun: description, depiction, explanation.  "
5220,calzones,"noun: breeches, pants, shorts.  "
5221,brigada,"noun: brigade, gang.  "
5222,ayudaría,"verb: help, assist, aid.  "
5223,repugnante,"adjective: disgusting, repugnant, nasty.  "
5224,odiaba,"verb: hate, loathe, detest.  "
5225,misa,noun: mass.  
5226,metrópolis,noun: metropolis.  
5227,meterme,get in
5228,mamita,noun: mammy.  
5229,jamón,noun: ham.  
5230,ésos,pronoun: those.  
5231,cazadores,"noun: hunter, huntsman, shooter.  "
5232,usarla,use it
5233,retraso,"noun: delay, retardation, lag.  "
5234,responsabilidades,"noun: responsibility, liability, accountability.  "
5235,preocupas,"verb: worry, concern, trouble.  "
5236,pagando,"verb: pay, pay for, repay.  "
5237,linterna,"noun: lantern, torch, lamp.  "
5238,inevitable,"adjective: inevitable, unavoidable, inescapable.  "
5239,encender,"verb: turn on, ignite, switch on.  "
