,Dutch,Quizlet
56,foto,"*photo*
noun: photo, photograph
""Ik heb een foto gemaakt."" - ""I took a photo.""


"
57,vreemd,"*foreign*
adjective: strange, foreign, alien
adverb: strangely, oddly, curiously
""Het is vreemd dat hij niet komt."" - It is strange that he does not come.


"
58,zomaar,"*just like that*
adverb: overnight
""Ik ben zomaar naar de winkel gegaan."" = ""I just went to the store randomly.""


"
59,verkeerd,"*wrong*
adjective: wrong, incorrect, mistaken
adverb: wrong, wrongly, amiss
""Je hebt het verkeerd begrepen"" - You have misunderstood it.


"
60,zeven,"*seven*
verb: sieve, screen, sift
Ik heb zeven boeken gelezen. - I have read seven books.


"
61,lucht,"*sky*
noun: air, sky, atmosphere
De lucht was helder en fris. - The air was clear and fresh.


"
62,grond,"*ground*
noun: ground, floor, basis
De grond was bedekt met sneeuw. - The ground was covered in snow.


"
63,leeft,"*lives*
verb: live, exist
Hij leeft in het moment. - He lives in the moment.


"
64,nam,"*took*
verb: take, reach, seize
Ik heb mijn naam veranderd. - I changed my name.


"
65,pardon,"*excuse me*
interjection: Excuse me!, I beg your pardon!
Pardon, wat heb je gezegd? Translation: Pardon, what did you say?


"
66,verwacht,"*expected*
verb: expect, anticipate, hope
Ik verwacht dat het morgen regent. - I expect it to rain tomorrow.


"
67,kopen,"*to buy*
verb: buy, purchase, market
Ik koop een nieuwe auto. - I'm buying a new car.


"
68,koffie,"*coffee*
noun: coffee
Ik heb een kop koffie nodig. - I need a cup of coffee.


"
69,onderzoek,"*research*
noun: research, investigation, examination
Het onderzoek heeft veel nuttige informatie opgeleverd. - The research yielded a lot of useful information.


"
70,gesproken,"*spoken*
verb: speak, talk, see
Ik heb met hem gesproken. - I have spoken with him.


"
71,herinner,"*remember*
verb: remember, remind, recollect
Ik herinner me de vakantie in Zuid-Frankrijk. - I remember the vacation in South France.


"
72,idioot,"*idiot*
noun: idiot, fool, bonehead
adjective: idiotic, foolish, wacky
""Hij is een idioot!"" - He is an idiot!


"
73,ziekenhuis,"*Hopital*
noun: hospital, infirmary
Het ziekenhuis is waar mensen behandeld worden. - The hospital is where people are treated.


"
74,daarmee,"*with that*
adverb: therewith
""Daarmee kunnen we onze doelen bereiken."" - With that, we can achieve our goals.


"
75,shit,"*shit*

""Shit, ik ben mijn sleutels kwijt!"" - ""Shit, I've lost my keys!""


"
76,eindelijk,"*finally*
adverb: finally, ultimately, on the whole
""Eindelijk heb ik mijn droomhuis gevonden!"" - Finally, I have found my dream house!


"
77,perfect,"*perfect*
adjective: perfect
Mijn leven is perfect. - My life is perfect.


"
78,goeie,"*good*

Goeie morgen! - Good morning!


"
79,gisteren,"*yesterday*
adverb: yesterday
noun: yesterday
Gisteren heb ik naar de bioscoop gegaan. - Yesterday I went to the movies.


"
80,aarde,"*soil*
noun: earth, soil, terra
De aarde is onze thuis. - The Earth is our home.


"
81,contact,"*Contact*
noun: contact, touch, bracer
adjective: contracted
Ik heb contact met mijn vrienden. - I am in contact with my friends.


"
82,zus,"*sister*
noun: sister, sibling
adverb: so, thus
Mijn zus en ik zijn beste vrienden. - My sister and I are best friends.


"
83,erbij,"*there*

""Hij heeft er nog wat erbij gekregen."" - He got something extra with it.


"
84,beschermen,"*to protect*
verb: protect, safeguard, guard
""De mens moet de natuur beschermen."" - The human must protect nature.


"
85,gevangenis,"*jail*
noun: prison, jail, gaol
De gevangenis was een donkere en beangstigende plek.

The prison was a dark and frightening place.


"
86,persoon,"*person*
noun: person, man, party
De persoon liep door de straat. - The person walked down the street.


"
87,winnen,"*to win*
verb: win, gain, earn
Ik heb de wedstrijd gewonnen. - I won the competition.


"
88,kracht,"*power*
noun: force, power, strength
""Met kracht duwde hij de deur open."" - With force, he pushed the door open.


"
89,ziek,"*sick*
adjective: sick, ill, diseased
Ik ben ziek. - I am sick.


"
90,omhoog,"*upwards*
adverb: up, upwards, upward
Ik kijk omhoog naar de lucht. - I look up at the sky.


"
91,beloof,"*promise*
verb: promise, make a promise, plight
Ik beloof je dat ik je niet zal teleurstellen. - I promise you that I won't let you down.


"
92,gebruik,"*usage*
noun: use, using, usage
Gebruik deze kaart om je weg te vinden. - Use this map to find your way.


"
93,hoezo,"*how so*
adverb: why
conjunction: why
Hoezo? - Why?


"
94,degene,"*the one*

Degene die het eerst komt, krijgt de beste plaatsen. - He who comes first gets the best seats.


"
95,trek,"*pull*
noun: pull, draw, migration
Ik trek mijn schoenen aan. - I am putting on my shoes.


"
96,meen,"*mean*
verb: believe, think, mean
Ik meen het echt. - I really mean it.


"
97,enkele,"*a few*
adverb: a few
Enkele mensen hebben al een vaccin ontvangen. - A few people have already received a vaccine.


"
98,getrouwd,"*married*
adjective: married, hitched, sealed
Mijn ouders zijn getrouwd sinds 1993. - My parents have been married since 1993.


"
99,gevraagd,"*asked*
adjective: wanted, sought-after
Ik heb om hulp gevraagd. - I asked for help.


"
0,verdomde,"*damn*
adjective: damned
""Verdomde, ik ben mijn sleutels kwijt!"" - Damn, I've lost my keys!


"
1,hierheen,"*over here*
adjective: hither
adverb: here, this way, hither
""Kom hierheen!"" - ""Come here!""


"
2,punt,"*point*
noun: point, dot, end
abbreviation: pt.
Ik heb de punt van de les gemist. - I missed the point of the lesson.


"
3,toekomst,"*future*
noun: future, hereafter, to-be
De toekomst is onzeker. - The future is uncertain.


"
4,probeerde,"*attempted*
verb: try, attempt, endeavor
Probeerde ik het een keer, I tried it once.


"
5,half,"*half*
noun: half
adverb: parcel
adjective: half-and-half
""Het duurde bijna een half jaar."" - It almost took a half year.


"
6,leger,"*army*
noun: army, military, host
Het leger is de strijdkracht van het land. 
Translation: The army is the fighting force of the country.


"
7,waard,"*worth*
adjective: worth, worthy, expensive
noun: host, innkeeper, landlord
Deze kamer is het waard om te bezoeken. - This room is worth visiting.


"
8,opnieuw,"*again*
adverb: again, anew, over again
prefix: re-
Ik moet het opnieuw proberen. - I have to try it again.


"
9,val,"*fall*
noun: fall, trap, falling
Ik val van de trap. - I fall down the stairs.


"
10,vuur,"*firework*
noun: fire, flame, fervor
Het vuur brandt heet. - The fire is burning hot.


"
11,bewijs,"*evidence*
noun: proof, certificate, demonstration
""Het bewijs is duidelijk."" - The evidence is clear.


"
12,controle,"*check*
noun: control, check, monitoring
De controle was niet goed. - The control was not good.


"
13,stellen,"*set*
verb: set, put, adjust
Ik stel voor dat we het over een andere keer uitstellen. - I suggest that we postpone it for another time.


"
14,tv,"*TV*
abbreviation: TV
De tv staat aan. - The TV is on.


"
15,loop,"*walk*
noun: walk, course, run
Ik heb een loop in het park gedaan. - I went for a walk in the park.


"
16,woorden,"*words*
noun: phrase
""Ik heb veel woorden geschreven in mijn essay."" - ""I have written many words in my essay.""


"
17,droom,"*dream*
noun: dream
Ik droom van een reis naar Australië. - I dream of a trip to Australia.


"
18,begrijpen,"*to understand*
verb: understand, grasp, comprehend
Ik begrijp het niet. = I don't understand it.


"
19,eet,"*eat*
adjective: cooking, table
Ik eet appels. - I eat apples.


"
20,bedoelt,"*mean*
verb: mean, intend, design
""Hij bedoelt dat het niet zo makkelijk is."" - He means that it is not so easy.


"
21,onzin,"*nonsense*
noun: nonsense, rubbish, shit
""Het is onzin om zo'n lange weg te lopen."" - It is nonsense to walk such a long way.


"
22,serieus,"*serious*
adjective: serious, earnest
Serieus, ik ben het volkomen met je eens. - Seriously, I completely agree with you.


"
23,konden,"*could*
verb: can, may, be able
""We konden de klus niet klaren."" - ""We couldn't finish the job.""


"
24,nietwaar,"*not true*

""Het is mooi weer vandaag, nietwaar?"" - ""It is nice weather today, isn't it?""


"
25,verlaten,"*to leave*
verb: leave, abandon, quit
adjective: abandoned, desolate, derelict
Ik heb het verlaten stadje verlaten. - I left the abandoned town.


"
26,pistool,"*gun*
noun: pistol, pistole, Mauser
""Hij had een pistool in zijn hand."" - He had a gun in his hand.


"
27,gekregen,"*got*
verb: get, receive, have
Ik heb een cadeau gekregen. - I received a gift.


"
28,men,"*man*
pronoun: one, they
noun: people
Mensen komen hier vaak om te winkelen. - People often come here to shop.


"
29,brengt,"*brings*
verb: bring, apply, carry
Hij brengt de boodschappen naar huis. - He brings the groceries home.


"
30,fantastisch,"*fantastic*
adjective: fantastic, fantastical, whimsical
""Het is echt fantastisch!"" - It is really fantastic!


"
31,trots,"*pride*
noun: pride, spite, defiance
adjective: proud, haughty, lofty
preposition: in spite of, despite, despite of
adverb: haughtily, with a high hand
Ik ben trots op mijn prestaties. - I am proud of my achievements.


"
32,ziens,"*goodbye*

""Ziens je later!"" - See you later!


"
33,ongeluk,"*accident*
noun: accident, misfortune, bad luck
adjective: ill-luck
""Hij had een ongeluk met zijn fiets."" - He had an accident with his bike.


"
34,geheim,"*secret*
adjective: secret, confidential, occult
noun: secret, secrecy, mystery
adverb: clandestinely, deeply
Het geheim is nog steeds onbekend. - The secret is still unknown.


"
35,vroeger,"*earlier*
adverb: earlier, formerly, previously
adjective: former, old, early
prefix: ex-
Vroeger was ik heel bang voor spinnen. - Before, I was very scared of spiders.


"
36,veranderd,"*changed*
adjective: change
De situatie is veranderd. - The situation has changed.


"
37,eentje,"*one*

""Ik wil eentje koffie, alstublieft."" - ""I'd like one coffee, please.""


"
38,werden,"*became*
verb: be, become, get
De kinderen werden uitgeput na het spelen in de tuin. - The children became exhausted after playing in the garden.


"
39,begon,"*began*
verb: start, begin, commence
Het begon te regenen. - It started to rain.


"
40,verliezen,"*to lose*
noun: losses, losings
verb: lose, forfeit, shed
Ik heb mijn sleutels verloren. - I lost my keys.


"
41,probeert,"*tries*
verb: try, attempt, endeavor
Hij probeert de deur te openen. - He is trying to open the door.


"
42,vliegtuig,"*aeroplane*
noun: airplane, plane, aircraft
Het vliegtuig vliegt naar Parijs. - The plane is flying to Paris.


"
43,let,"*please note*
noun: Latvian
adjective: satanic
Laat het me weten - Let me know


"
44,slim,"*smart*
adjective: smart, cunning, astute
""Hij is erg slim!"" - He is very smart!


"
45,juiste,"*right one*
adjective: just, correct, right
De juiste antwoorden zijn gegeven. - The correct answers have been given.


"
46,langer,"*longer*
adverb: longer
Ik ben langer dan mijn broer. - I am taller than my brother.


"
47,slaap,"*sleep*
noun: sleep, temple, dormancy
Ik heb vannacht slecht geslapen. - I slept badly last night.


"
48,lezen,"*read*
verb: read, peruse, cull
Ik lees graag boeken. - I enjoy reading books.


"
49,ongeveer,"*about*
adverb: about, approximately, circa
preposition: about
adjective: some, nth
Ongeveer twee uur geleden was ik hier. - Approximately two hours ago I was here.


"
50,behalve,"*except*
preposition: except, but, unless
adverb: alongside, over and above
Behalve mijn ouders, heb ik nog twee broers.

Except for my parents, I have two more brothers.


"
51,meid,"*girl*
noun: girl, maid, servant
De meid komt om de hoek kijken. - The girl is coming around the corner to look.


"
52,oom,"*uncle*
noun: uncle
Mijn oom is een leraar. - My uncle is a teacher.


"
53,gered,"*rescued*
verb: save, rescue, salvage
Ik heb de kat gered. - I saved the cat.


"
54,bank,"*Bank*
noun: bank, bench, banking
De bank staat in de woonkamer. - The bank is in the living room.


"
55,generaal,"*general*
noun: general
De generaal was de leider van het leger. - The general was the leader of the army.


"
56,dienst,"*employ*
noun: service, employment, duty
De dienst was uitstekend, The service was excellent.


"
57,tenminste,"*at least*
adverb: at least, leastwise, leastways
preposition: no less than
""Tenminste, we hebben al onze vrienden gezien."" - At least, we have seen all of our friends.


"
58,lief,"*sweet*
adjective: lovable, nice, dear
adverb: lief, nicely
noun: sweetheart
Mijn lief is de liefste persoon in de wereld.
My love is the sweetest person in the world.


"
59,noem,"*name*
verb: call, mention, name
Ik noem het 'de beste dag ooit'. - I call it 'the best day ever'.


"
60,gedood,"*killed*
verb: kill, slay, jugulate
Hij werd gedood door de kogel. - He was killed by the bullet.


"
61,vraagt,"*asks*
verb: ask, question, request
Hij vraagt waarom je zo laat bent. - He asks why you are so late.


"
62,boos,"*angry*
adjective: angry, mad, evil
adverb: angrily, venomously
""Hij was boos op mij."" - He was angry at me.


"
63,spullen,"*stuff*
verb: stuff
noun: things, paraphernalia, traps
Mijn spullen staan in de kast. - My things are in the closet.


"
64,volgen,"*to follow*
verb: follow, track, attend
Ik volg de lessen. - I am following the lessons.


"
65,sturen,"*to steer*
verb: send, steer, forward
noun: steerage
Ik stuur je een bericht. - I'm sending you a message.


"
66,hemel,"*heaven*
noun: sky, heaven, welkin
De hemel is prachtig vandaag - The sky is beautiful today.


"
67,makkelijk,"*comfortable*
adjective: easy, facile, toilless
adverb: easy, easily
Het is makkelijk om Nederlands te leren.
It is easy to learn Dutch.


"
68,ter,"*ter*
preposition: to, in, at
Ik heb het gevoel dat ik terug moet gaan. - I feel like I need to go back.


"
69,genomen,"*taken*
verb: take, reach, seize
Ik heb de beslissing genomen. - I have taken the decision.


"
70,grootste,"*largest*
adjective: main, major, primary
noun: prince
De grootste stad van Nederland is Amsterdam.

The biggest city in the Netherlands is Amsterdam.


"
71,gebeurde,"*happened*
verb: happen, be, occur
Het gebeurde vlug. It happened quickly.


"
72,kwamen,"*came*
verb: come, get, come to
Ze kwamen vroeg aan. - They arrived early.


"
73,excuseer,"*excuse me*
verb: excuse
Excuseer me alsjeblieft, Please excuse me.


"
74,meter,"*meters*
noun: meter, measurer, gauger
De leraar meet de klas met een meter. - The teacher measures the class with a meter.


"
75,weinig,"*few*
adjective: little, small, wee
adverb: little, few
We hebben weinig tijd om al het werk af te maken.

We have little time to finish all the work.


"
76,iedere,"*every*
adjective: every
pronoun: everyone
Iedere dag ben ik blij. - Every day I am happy.


"
77,moordenaar,"*killer*
noun: killer, murderer, assassin
De moordenaar werd veroordeeld voor zijn misdaden. - The murderer was convicted for his crimes.


"
78,luisteren,"*listen*
verb: listen, hear, hearken
Ik luister naar mijn favoriete muziek. - I listen to my favorite music.


"
79,begrijpt,"*understands*
verb: understand, grasp, comprehend
Hij begrijpt het niet. - He doesn't understand it.


"
80,gevaar,"*danger*
noun: danger, risk, jeopardy
Het is een gevaar om in het donker buiten te lopen. - It is a danger to walk outside in the dark.


"
81,ieder,"*each*
pronoun: each, any, everyone
adjective: every, all
Ieder persoon heeft zijn eigen kwaliteiten. - Every person has their own qualities.


"
82,sommige,"*some*
adjective: some
pronoun: some
Sommige mensen hebben een grote familie. - Some people have large families.


"
83,via,"*through*
preposition: via, through, by the way of
Ik ging via de brug naar school. - I went to school via the bridge.


"
84,succes,"*good luck*
noun: success, luck, hit
""Succes met je examen!"" - ""Good luck with your exam!""


"
85,vertrekken,"*to leave*
verb: leave, depart, go
noun: quarters
Ik vertrek morgen. - I am leaving tomorrow.


"
86,muziek,"*music*
noun: music
Muziek is mijn passie. - Music is my passion.


"
87,gestolen,"*stolen*
adjective: stolen, furtive
De auto is gestolen. - The car has been stolen.


"
88,meest,"*most*
adjective: most
adverb: most
De meest recente uitvinding is de beste. - The most recent invention is the best.


"
89,hoef,"*hoof*
noun: hoof
De paard hoefde niet hard te lopen. - The horse didn't need to run fast.


"
90,advocaat,"*lawyer*
noun: lawyer, advocate, counsel
""Ik heb een advocaat nodig."" - ""I need a lawyer.""


"
91,kijkt,"*looks*
verb: look, see, glance
Hij kijkt naar de lucht. - He looks at the sky.


"
92,helpt,"*helps*
verb: help, assist, aid
'Hij helpt mij met mijn huiswerk.' - He helps me with my homework.


"
93,afspraak,"*appointment*
noun: appointment, agreement, arrangement
Ik heb een afspraak met mijn vriendin. - I have an appointment with my girlfriend.


"
94,maand,"*month*
noun: month, moon
De maand is bijna voorbij. - The month is almost over.


"
95,zwarte,"*black*
adjective: black, dark, Negro
De zwarte kat zat op de stoel. - The black cat sat on the chair.


"
96,seconden,"*seconds*
noun: second
Het duurt vijf seconden. - It takes five seconds.


"
97,sterk,"*strong*
adjective: strong, high, powerful
adverb: strong, strongly, tightly
""Hij is sterk."" - He is strong.


"
98,foto's,"*photos*
noun: photo, photograph
""Ik heb veel foto's gemaakt."" - ""I have taken many photos.""


"
99,lijken,"*corpses*
verb: seem, appear, look
adjective: cadaveric
""Ze lijken op elkaar."" - They look alike.


"
0,ik,"*I*
pronoun: I, me
en verdrietig. - I am sad.


"
1,je,"*you*
pronoun: you, your, thou
ent mijn beste vriend. - You are my best friend.


"
2,het,"*It*
article: the
pronoun: it
is een mooie dag. - It is a beautiful day.


"
3,de,"*the*
article: the, ye
at loopt door de tuin. - The cat is walking through the garden.


"
4,dat,"*that*
conjunction: that, which, what
pronoun: that, which, it
 is mijn huis."" - That is my house.


"
5,is,"*is*
verb: be
is een mooie dag. - It is a beautiful day.


"
6,een,"*An*
article: a, an
noun: one
pronoun: any
appel per dag houdt de dokter weg. - An apple a day keeps the doctor away.


"
7,niet,"*not *
adverb: not, no
noun: rivet, clench
heb niet veel tijd."" - I don't have much time.


"
8,en,"*and*
conjunction: and
is warm en zonnig. - It is warm and sunny.


"
9,wat,"*what*
conjunction: what, which
pronoun: what, which, some
adjective: some
adverb: few
 ga je doen?"" - What are you going to do?


"
10,van,"*by*
preposition: of, from, by
noun: surname
mijn vrienden hou ik het meest van jou. - Of all my friends, I like you the most.


"
11,we,"*we*
pronoun: we
aan naar de bioscoop. - We are going to the movies.


"
12,in,"*in*
preposition: in, into, at
en in de stad. - I am in the city.


"
13,ze,"*she*
pronoun: they, she, them
eeft een grote lach. - She has a big laugh.


"
14,hij,"*he*
pronoun: he, it, him
rent naar school. - He runs to school.


"
15,op,"*on*
adverb: on, up, upward
preposition: on, at, in
adjective: spent, exhausted, perished
ta op om te gaan lopen. - I'm getting up to go for a walk.


"
16,te,"*at*
particle: to
adverb: too
preposition: in, at, on
prefix: over-
eb te veel gegeten. - I ate too much.


"
17,zijn,"*are*
pronoun: his, its, her
verb: be
noun: entity
is mijn broer. - He is my brother.


"
18,er,"*there*
adverb: there, yonder
s geen tijd om te wachten - There is no time to wait.


"
19,maar,"*but*
conjunction: but, only
preposition: but
adverb: only, however, solely
adjective: mere
noun: battleship
moet helaas maar gaan,"" - ""Unfortunately, I have to go.""


"
20,die,"*That*
pronoun: that, which, who
conjunction: which, who
 kat is zwart."" - ""The cat is black.""


"
21,heb,"*have*
verb: have, possess, own
eb een boek gelezen. = I have read a book.


"
22,me,"*me*
pronoun: me, I
eb me vergist. - I made a mistake.


"
23,met,"*of*
preposition: with, by, on
adverb: along with
a met mijn vrienden naar het strand. - I'm going to the beach with my friends.


"
24,voor,"*for*
preposition: for, prior to, in front of
adverb: before, ahead, along
noun: furrow, grip, rut
conjunction: ere
eb geen tijd om te wachten voor de trein. - I don't have time to wait for the train.


"
25,als,"*if*
adverb: as
conjunction: as, if, when
preposition: like
je moe bent, neem dan een rustpauze. - If you are tired, take a break.


"
26,ben,"*am*
noun: basket
en vermoeid. - I am tired.


"
27,was,"*used to be*
noun: wash, wax, washing
as daar gisteren. - I was there yesterday.


"
28,dit,"*this*
pronoun: this, it
is mijn huis. - This is my house.


"
29,mijn,"*mine*
pronoun: my, mine, of mine
noun: mine, pit, quarry
 huis is groot. - My house is big.


"
30,om,"*to*
preposition: to, for, at
adverb: around, about
ebruik deze spullen om mijn huis te versieren. - I use these things to decorate my house.


"
31,aan,"*On*
preposition: to, on, at
eb aan het werk gewerkt. - I have been working.


"
32,jij,"*you*
pronoun: you, thou
bent mijn beste vriend.
You are my best friend.


"
33,naar,"*Unpleasant*
preposition: to, for, at
adverb: along
adjective: sick, bleak, dismal
ing naar de supermarkt. - I went to the supermarket.


"
34,dan,"*than*
conjunction: than
adverb: then, subsequently, afterwards
 kunnen we gaan."" - Then we can go.


"
35,hier,"*here*
adverb: here
 is mijn huis. - Here is my house.


"
36,weet,"*know*
verb: know, wit, wot
eet het niet. - I don't know.


"
37,kan,"*can*
noun: can, jug, pot
an dit alleen doen. - I can do this alone.


"
38,geen,"*no*
adjective: no, none, neither
adverb: no, not
pronoun: no, none, neither
eb geen tijd - I don't have time.


"
39,nog,"*yet*
adverb: yet, still, stilly
adjective: other
steeds heb ik geen antwoord op mijn vraag. 
Still, I don't have an answer to my question.


"
40,moet,"*must*
noun: must, blot
oet nu naar huis gaan. - I have to go home now.


"
41,wil,"*want to*
noun: will, willingness, volition
il dat je me vertelt wat er aan de hand is. - I want you to tell me what's going on.


"
42,wel,"*well*
adjective: well
adverb: well, surely, sure thing
noun: well, daresay, source
conjunction: as many as
kom bij ons!"" - Welcome with us!


"
43,ja,"*Yes*
particle: yes, yeah, yea
 ik begrijp het."" - Yes, I understand.


"
44,zo,"*Like this*
adverb: so, that, thus
conjunction: if
preposition: like
heb ik het gedaan."" - ""That's how I did it.""


"
45,heeft,"*has*
verb: have, possess, own
heeft een auto gekocht. - He has bought a car.


"
46,hebben,"*to have*
auxiliary verb: have
verb: have, possess, own
ebben een nieuwe auto gekocht. - I have bought a new car.


"
47,hem,"*it*
pronoun: him, to him
gaf hem een cadeau. - He gave him a present.


"
48,goed,"*Good*
adjective: good, well, correct
adverb: well, okay, o.k.
noun: estate, stuff, ranch
emorgen, ik hoop dat je het goed maakt! - Good morning, I hope you're doing well!


"
49,nee,"*no*
particle: no
adverb: not
 ik heb geen tijd. - No, I don't have time.


"
50,waar,"*Where*
adverb: where, whereabouts, veraciously
conjunction: where, whereabouts
adjective: true, real, authentic
noun: merchandise, ware, vendible
 is de bibliotheek? - Where is the library?


"
51,nu,"*now*
adverb: now, nowadays
a ik naar huis. Now I'm going home.


"
52,hoe,"*how*
adverb: how
 gaat het met je?"" - How are you?


"
53,ga,"*go*
verb: go, proceed, work
aar de winkel! - Go to the store!


"
54,haar,"*her*
pronoun: its, her, their
noun: hair, wool, nap
 ogen glinsterden in de zon. - Her eyes sparkled in the sun.


"
55,uit,"*out *
preposition: from, out, in
adverb: out, off, through
eb uitgeschreven wat ik moest doen. - I have written out what I had to do.


"
56,doen,"*doing*
verb: do, make, perform
noun: doing
oe het elke dag. - I do it every day.


"
57,ook,"*also*
adverb: also, too, as well
conjunction: either
adjective: prolonged
ik heb deze vraag gelezen. - I also read this question.


"
58,over,"*about*
preposition: about, on, over
adverb: over, across, supra
en over een uur thuis. - I will be home in an hour.


"
59,bent,"*are*
verb: be
bent mijn beste vriend."" - You are my best friend.


"
60,mij,"*me*
pronoun: me, I
lijkt het leuk om naar het strand te gaan.
Translation: I would like to go to the beach.


"
61,gaan,"*to go*
verb: go, proceed, work
auxiliary verb: shall
a naar huis. = I'm going home.


"
62,of,"*or*
conjunction: or, either, whether
eb een boek van mijn vriend gekregen. - I received a book from my friend.


"
63,kom,"*come*
noun: bowl, basin, pelvis
alsjeblieft binnen. Please come in.


"
64,zou,"*would*
verb: will, shall
ou graag naar het strand gaan. - I would like to go to the beach.


"
65,al,"*already*
adjective: all, every
noun: all
adverb: already, long since
conjunction: though, if only
pronoun: each, everyone
ik naar huis ga, neem ik een taxi. - When I go home, I will take a taxi.


"
66,bij,"*bee*
preposition: at, in, to
noun: bee, apis
adjective: up to date
adverb: up to date
eb alleen bij mijn moeder gewoond. - I have only lived with my mother.


"
67,daar,"*over there*
adverb: there, yonder
conjunction: as, because, for
 staat een boom, There stands a tree.


"
68,ons,"*us*
pronoun: us, our, to us
noun: ounce
abbreviation: oz
huis is groot. - Our house is big.


"
69,jullie,"*you*
pronoun: you, you all
ie zijn de beste! - You guys are the best!


"
70,hebt,"*have*
verb: have, possess, own
ebt het goed gedaan. - You have done well.


"
71,gaat,"*go*
noun: perforation
 gaat naar de winkel."" - He is going to the store.


"
72,iets,"*something*
pronoun: something, anything, somewhat
adverb: some
noun: aught
heb iets nodig."" - ""I need something.""


"
73,zal,"*shall*
auxiliary verb: shall
al morgen komen. - I will come tomorrow.


"
74,meer,"*more*
adverb: more
pronoun: more
noun: lake, mere, lough
il meer kennis verwerven. - I want to acquire more knowledge.


"
75,waarom,"*Why*
adverb: why, wherefore
conjunction: why
om heb je het gedaan? - Why did you do it?


"
76,had,"*had*
verb: have, possess, own
ad al een antwoord op de vraag. - I already had an answer to the question.


"
77,deze,"*this*
pronoun: this, these, this one
 dag was een geweldige dag. - This day was a great day.


"
78,laat,"*leave*
adjective: late, tardy
adverb: late
 ons samen eten. - Let's eat together.


"
79,moeten,"*must*
verb: must, need, have to
auxiliary verb: should
oet naar school gaan. - I have to go to school.


"
80,m'n,"*my*
pronoun: my
huis is groot. - My house is big.


"
81,jou,"*you*
pronoun: you, thou
w hulp is erg gewaardeerd."" - ""Your help is greatly appreciated.""


"
82,doe,"*do*
verb: do, make, perform
het licht aan. - Turn on the light.


"
83,wie,"*Who*
conjunction: who
pronoun: who, whom, which
is daar? - Who is there?


"
84,kunnen,"*be able to*
verb: can, may, be able
an niet wachten om het te zien. - I can't wait to see it.


"
85,alles,"*everything*
pronoun: all, everything
s komt goed. - Everything will be alright.


"
86,denk,"*think*
verb: think, think of, conceive
enk dat het regent. - I think it is raining.


"
87,door,"*Through*
preposition: by, through, from
adverb: through, on, throughout
ging door de deur naar buiten"" - I went through the door to the outside.


"
88,echt,"*Real*
adverb: really, truly, genuinely
adjective: real, genuine, very
noun: marriage, matrimony
eb echt mijn best gedaan. - I really tried my best.


"
89,alleen,"*only*
adverb: only, alone, merely
conjunction: only, if only
adjective: alone, sole, single
en alleen thuis. - I am alone at home.


"
90,oké,"*Okay*

 ik begrijp het. - Ok, I understand.


"
91,eens,"*at sometime*
adverb: once, ever, at one time
adjective: onetime
en het eens met je. - I agree with you.


"
92,dus,"*So*
adverb: so, therefore, thus
conjunction: therefore, hence, then
heb ik besloten om het te doen. Therefore, I have decided to do it.


"
93,weg,"*away*
adjective: road, gone, lost
noun: road, way, path
adverb: away, off, out
 is de weg kwijt."" - He is lost.


"
94,zien,"*to see*
verb: see, view, look
ie je morgen. - I'll see you tomorrow.


"
95,toch,"*However*
adverb: yet, still, however
conjunction: nevertheless, nonetheless, even so
 vond ik het leuk. - I still enjoyed it.


"
96,man,"*man*
noun: man, husband
an loopt naar de winkel. - The man is walking to the store.


"
97,nooit,"*never*
adverb: never, no way, ne'er
al nooit vergeten wat er gebeurd is. - I will never forget what happened.


"
98,terug,"*back*
adverb: back, again, backward
en terug naar huis gegaan - I went back home.


"
99,laten,"*to leave*
verb: let, leave, make
en we gaan!"" - ""Let's go!""


"
0,hen,"*them*
pronoun: them
noun: hen
""Hen zijn hier al een paar dagen."" - They have been here for a few days.


"
1,stop,"*Stop*
noun: plug, stopper, cork
verb: fuse
Stop alsjeblieft! Please stop!


"
2,eigen,"*own*
adjective: own, specific, proper
pronoun: one's own
Mijn eigen stijl is uniek. - My own style is unique.


"
3,kleine,"*little*
adjective: small, little, short
""Hij heeft een kleine auto."" - He has a small car.


"
4,hoop,"*heap*
noun: hope, lot, heap
Ik hoop dat ik slaag voor mijn examen. - I hope that I pass my exam.


"
5,wou,"*wish*
verb: want, like, will
Ik wou dat ik meer tijd had. - I wish I had more time.


"
6,vermoord,"*murdered*
verb: murder, assassinate, slay
Hij vermoordde de vijand, He murdered the enemy.


"
7,elke,"*each  *
pronoun: each, any, everyone
Elke dag ga ik naar school. - I go to school every day.


"
8,krijg,"*get*
noun: war, warfare, arms
Ik krijg een cadeau. - I'm getting a present.


"
9,horen,"*to belong*
verb: hear, belong, learn
auxiliary verb: should
Ik hoor de klok luiden. - I hear the bell ringing.


"
10,gelijk,"*directly*
adjective: equal, similar, like
noun: equal
adverb: as, alike, equally
Ik heb gelijk gekregen. - I have been proven right.


"
11,bijna,"*almost*
adverb: almost, nearly, near
phrase: within an inch
Bijna ben ik klaar met mijn huiswerk. - Almost I am finished with my homework.


"
12,zouden,"*would*
verb: will, shall
Wij zouden het graag willen weten. - We would like to know.


"
13,open,"*Open*
adjective: open, clear, overt
adverb: overtly, aboveboard
Ik heb mijn deur opengezet. - I opened my door.


"
14,orde,"*order*
noun: order, discipline, orderliness
De orde moet worden hersteld. - The order must be restored.


"
