,Dutch,Quizlet,Sentence,English,Alternatives,P-O-S,Quizlet P-O-S,MoreInfo,Quizlet Alternatives
74,vol,"*full*
adjective: full, crowded, rich
adverb: full
Het vliegtuig was vol passagiers. - The plane was full of passengers.",Het vliegtuig was vol passagiers. - The plane was full of passengers.,*full*,"[['full', 'crowded', 'rich', 'replete', 'whole', 'fraught', 'entire', 'plump', 'tight', 'mellow', 'flush', 'paved', 'cored', 'well-lined', 'all-out'], ['full']]",adjective adverb,adjective adverb,https://www.linguee.com/english-dutch/search?source=auto&query=vol,"adjective: full, crowded, rich
adverb: full"


75,nummer,"*number*
noun: number, digit, cipher
abbreviation: No.
""Ik heb het nummer van haar."" - I have her number.","""Ik heb het nummer van haar."" - I have her number.",*number*,"[['number', 'digit', 'cipher', 'size', 'cypher', 'turn', 'publication'], ['No.']]",noun abbreviation,noun abbreviation,https://www.linguee.com/english-dutch/search?source=auto&query=nummer,"noun: number, digit, cipher
abbreviation: No."


76,waarheid,"*truth*
noun: truth, verity, sooth
De waarheid is dat ik je nooit zal vergeten. - The truth is that I will never forget you.",De waarheid is dat ik je nooit zal vergeten. - The truth is that I will never forget you.,*truth*,"[['truth', 'verity', 'sooth']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=waarheid,"noun: truth, verity, sooth"


77,zoiets,"*something like that*
noun: such a thing
""Zoiets als dit heb ik nog nooit gezien."" - ""I have never seen something like this before.""","""Zoiets als dit heb ik nog nooit gezien."" - ""I have never seen something like this before.""",*something like that*,[['such a thing']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=zoiets,noun: such a thing


78,mevrouw,"*Madam*
abbreviation: Mrs., Ms.
noun: madam, lady, madame
Mevrouw, mag ik alstublieft de krant hebben? - May I please have the newspaper, ma'am?","Mevrouw, mag ik alstublieft de krant hebben? - May I please have the newspaper, ma'am?",*Madam*,"[['Mrs.', 'Ms.'], ['madam', 'lady', 'madame', 'mistress', 'missus', 'missis', ""ma'am""]]",abbreviation noun,abbreviation noun,https://www.linguee.com/english-dutch/search?source=auto&query=mevrouw,"abbreviation: Mrs., Ms.
noun: madam, lady, madame"


79,leren,"*to learn*
verb: learn, teach, school
adjective: leather, leathern
noun: hide
Ik leer Nederlands. - I am learning Dutch.",Ik leer Nederlands. - I am learning Dutch.,*to learn*,"[['learn', 'teach', 'school', 'pick up'], ['leather', 'leathern'], ['hide']]",verb adjective noun,verb adjective noun,https://www.linguee.com/english-dutch/search?source=auto&query=leren,"verb: learn, teach, school
adjective: leather, leathern
noun: hide"


80,hetzelfde,"*the same*
pronoun: same
adjective: ditto
adverb: ditto
Ik heb hetzelfde probleem. - I have the same problem.",Ik heb hetzelfde probleem. - I have the same problem.,*the same*,"[['same'], ['ditto'], ['ditto']]",pronoun adjective adverb,pronoun adjective adverb,https://www.linguee.com/english-dutch/search?source=auto&query=hetzelfde,"pronoun: same
adjective: ditto
adverb: ditto"


81,gaf,"*gave*
verb: give, deliver, impart
Hij gaf me een cadeau. - He gave me a present.",Hij gaf me een cadeau. - He gave me a present.,*gave*,"[['give', 'deliver', 'impart', 'lend', 'render', 'afford', 'deal']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=gaf,"verb: give, deliver, impart"


82,baby,"*baby*
noun: baby, nursling, nurseling
De baby sliep rustig. - The baby was sleeping peacefully.",De baby sliep rustig. - The baby was sleeping peacefully.,*baby*,"[['baby', 'nursling', 'nurseling']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=baby,"noun: baby, nursling, nurseling"


83,baas,"*boss*
noun: boss, master, chief
""Mijn baas is heel streng."" - My boss is very strict.","""Mijn baas is heel streng."" - My boss is very strict.",*boss*,"[['boss', 'master', 'chief', 'mistress', 'governor', 'guv', 'overman', 'sirdar', 'padrone']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=baas,"noun: boss, master, chief"


84,gelukkig,"*happy*
adjective: happy, lucky, fortunate
adverb: happily, fortunately, luckily
""Gelukkig heb ik mijn huiswerk afgerond!"" - ""Fortunately, I finished my homework!""","""Gelukkig heb ik mijn huiswerk afgerond!"" - ""Fortunately, I finished my homework!""",*happy*,"[['happy', 'lucky', 'fortunate', 'successful', 'white', 'blissful', 'prosperous', 'bright', 'merciful', 'providential'], ['happily', 'fortunately', 'luckily', 'successfully']]",adjective adverb,adjective adverb,https://www.linguee.com/english-dutch/search?source=auto&query=gelukkig,"adjective: happy, lucky, fortunate
adverb: happily, fortunately, luckily"


85,meteen,"*immediately*
adverb: pronto, therewith
Ik doe het meteen. - I'll do it right away.",Ik doe het meteen. - I'll do it right away.,*immediately*,"[['pronto', 'therewith']]",adverb,adverb,https://www.linguee.com/english-dutch/search?source=auto&query=meteen,"adverb: pronto, therewith"


86,beneden,"*downstairs*
adverb: down, below, downstairs
preposition: below, under, beneath
adjective: lower, under
Ik ben beneden. - I am downstairs.",Ik ben beneden. - I am downstairs.,*downstairs*,"[['down', 'below', 'downstairs', 'under', 'underneath', 'infra', 'hereinafter'], ['below', 'under', 'beneath', 'underneath'], ['lower', 'under']]",adverb preposition adjective,adverb preposition adjective,https://www.linguee.com/english-dutch/search?source=auto&query=beneden,"adverb: down, below, downstairs
preposition: below, under, beneath
adjective: lower, under"


87,waarschijnlijk,"*probably*
adverb: probably, presumably, belike
adjective: likely, probable, plausible
Waarschijnlijk zal het vandaag regenen. - It is likely to rain today.",Waarschijnlijk zal het vandaag regenen. - It is likely to rain today.,*probably*,"[['probably', 'presumably', 'belike'], ['likely', 'probable', 'plausible', 'apparent', 'presumable', 'implied']]",adverb adjective,adverb adjective,https://www.linguee.com/english-dutch/search?source=auto&query=waarschijnlijk,"adverb: probably, presumably, belike
adjective: likely, probable, plausible"


88,sterven,"*die*
verb: die, perish, pass away
noun: dying
Ik sterf van de honger - I'm dying of hunger.",Ik sterf van de honger - I'm dying of hunger.,*die*,"[['die', 'perish', 'pass away', 'decease', 'drop', 'evaporate'], ['dying']]",verb noun,verb noun,https://www.linguee.com/english-dutch/search?source=auto&query=sterven,"verb: die, perish, pass away
noun: dying"


89,gezicht,"*sight*
noun: face, sight, vision
Mijn gezicht gloeide van de zon. - My face was glowing from the sun.",Mijn gezicht gloeide van de zon. - My face was glowing from the sun.,*sight*,"[['face', 'sight', 'vision', 'view', 'look', 'countenance', 'eyesight', 'phiz', 'eye-catcher']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=gezicht,"noun: face, sight, vision"


90,begin,"*get started*
noun: beginning, start, onset
Begin met het lezen van het boek. - Start reading the book.",Begin met het lezen van het boek. - Start reading the book.,*get started*,"[['beginning', 'start', 'onset', 'outset', 'commencement', 'opening', 'inception', 'entrance', 'launch', 'origin', 'launching', 'threshold', 'offset', 'origination', 'prime', 'incipience', 'kick-off', 'lead-off', 'set-out']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=begin,"noun: beginning, start, onset"


91,mogelijk,"*possible*
adjective: possible, potential, eventual
adverb: possibly, perhaps, maybe
Het is mogelijk dat ik naar de winkel ga. - It is possible that I go to the store.",Het is mogelijk dat ik naar de winkel ga. - It is possible that I go to the store.,*possible*,"[['possible', 'potential', 'eventual', 'contingent'], ['possibly', 'perhaps', 'maybe', 'admittedly']]",adjective adverb,adjective adverb,https://www.linguee.com/english-dutch/search?source=auto&query=mogelijk,"adjective: possible, potential, eventual
adverb: possibly, perhaps, maybe"


92,mama,"*mom*
noun: mama, mommy, mom
Mama, ik hou van je! - Mum, I love you!","Mama, ik hou van je! - Mum, I love you!",*mom*,"[['mama', 'mommy', 'mom', 'ma']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=mama,"noun: mama, mommy, mom"


93,dicht,"*closed*
adjective: close, closed, dense
adverb: densely, close to, fast
noun: poem
De deur is dicht. - The door is closed.",De deur is dicht. - The door is closed.,*closed*,"[['close', 'closed', 'dense', 'shut', 'tight', 'thick', 'compact', 'tightly closed', 'unopened', 'concentrated', 'high-necked'], ['densely', 'close to', 'fast'], ['poem']]",adjective adverb noun,adjective adverb noun,https://www.linguee.com/english-dutch/search?source=auto&query=dicht,"adjective: close, closed, dense
adverb: densely, close to, fast
noun: poem"


94,zaken,"*Affairs*
noun: affairs, occasions
""Hij heeft veel zaken gedaan."" - He has done a lot of business.","""Hij heeft veel zaken gedaan."" - He has done a lot of business.",*Affairs*,"[['affairs', 'occasions']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=zaken,"noun: affairs, occasions"


95,liggen,"*lie*
verb: lie, be, sit
De kat ligt op de bank, The cat is lying on the couch.","De kat ligt op de bank, The cat is lying on the couch.",*lie*,"[['lie', 'be', 'sit', 'stand', 'recline', 'lie by', 'lodge']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=liggen,"verb: lie, be, sit"


96,nieuws,"*news*
noun: news, novelty, intelligence
Het nieuws is interessant. - The news is interesting.",Het nieuws is interessant. - The news is interesting.,*news*,"[['news', 'novelty', 'intelligence']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=nieuws,"noun: news, novelty, intelligence"


97,ander,"*other*
adjective: other, another, else
pronoun: other
De andere man was dapper. - The other man was brave.",De andere man was dapper. - The other man was brave.,*other*,"[['other', 'another', 'else', 'second', 'opposite', 'variant'], ['other']]",adjective pronoun,adjective pronoun,https://www.linguee.com/english-dutch/search?source=auto&query=ander,"adjective: other, another, else
pronoun: other"


98,eraan,"*to it*

Ik voegde er nog wat extra ingrediënten aan eraan toe. - I added some extra ingredients to it.",Ik voegde er nog wat extra ingrediënten aan eraan toe. - I added some extra ingredients to it.,*to it*,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=eraan,


99,liefde,"*love*
noun: love, heart
adjective: erotic
Liefde is het meest kostbare wat we hebben. - Love is the most precious thing we have.",Liefde is het meest kostbare wat we hebben. - Love is the most precious thing we have.,*love*,"[['love', 'heart'], ['erotic']]",noun adjective,noun adjective,https://www.linguee.com/english-dutch/search?source=auto&query=liefde,"noun: love, heart
adjective: erotic"


