,Dutch,Quizlet,Sentence,English,Alternatives,P-O-S,Quizlet P-O-S,MoreInfo,Quizlet Alternatives
75,trekken,"*Pull*
verb: attract, draw, pull
noun: draft, hammer, draught
Ik trek me terug uit de situatie. - I am withdrawing from the situation.",Ik trek me terug uit de situatie. - I am withdrawing from the situation.,*Pull*,"[['attract', 'draw', 'pull', 'take', 'tow', 'drag', 'migrate', 'extract', 'haul', 'tear', 'roam', 'journey', 'pluck', 'twitch', 'rifle', 'bob', 'hoick', 'enter on'], ['draft', 'hammer', 'draught']]",verb noun,verb noun,https://www.linguee.com/english-dutch/search?source=auto&query=trekken,"verb: attract, draw, pull
noun: draft, hammer, draught"


76,herinneren,"*to remind*
verb: remember, remind, recollect
Ik herinner me dat ik het al eerder heb gezien. - I remember seeing it before.",Ik herinner me dat ik het al eerder heb gezien. - I remember seeing it before.,*to remind*,"[['remember', 'remind', 'recollect', 'keep in mind', 'place']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=herinneren,"verb: remember, remind, recollect"


77,dansen,"*dancing*
noun: dancing
verb: dance, foot
phrase: shake one's leg
Ik hou van dansen. - I love to dance.",Ik hou van dansen. - I love to dance.,*dancing*,"[['dancing'], ['dance', 'foot'], [""shake one's leg""]]",noun verb phrase,noun verb phrase,https://www.linguee.com/english-dutch/search?source=auto&query=dansen,"noun: dancing
verb: dance, foot
phrase: shake one's leg"


78,gebracht,"*brought*
verb: bring, apply, carry
Hij heeft me gebracht naar mijn huis. - He brought me home.",Hij heeft me gebracht naar mijn huis. - He brought me home.,*brought*,"[['bring', 'apply', 'carry', 'reduce', 'fetch', 'freshen up', 'show']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=gebracht,"verb: bring, apply, carry"


79,meeste,"*most*

De meeste mensen zijn vriendelijk. - Most people are friendly.",De meeste mensen zijn vriendelijk. - Most people are friendly.,*most*,,,no P-O-S info,https://www.linguee.com/english-dutch/search?source=auto&query=meeste,


80,koud,"*cold*
adjective: cold, chilly, chill
adverb: coldly, icily
Het water is koud. - The water is cold.",Het water is koud. - The water is cold.,*cold*,"[['cold', 'chilly', 'chill', 'frigid', 'frosty', 'marmoreal', 'passionless', 'clay-cold'], ['coldly', 'icily']]",adjective adverb,adjective adverb,https://www.linguee.com/english-dutch/search?source=auto&query=koud,"adjective: cold, chilly, chill
adverb: coldly, icily"


81,jammer,"*Shame*
adjective: unfortunate, regrettable
adverb: unfortunately, regrettably
Jammer dat je niet kon komen. - It's a shame that you couldn't come.",Jammer dat je niet kon komen. - It's a shame that you couldn't come.,*Shame*,"[['unfortunate', 'regrettable'], ['unfortunately', 'regrettably']]",adjective adverb,adjective adverb,https://www.linguee.com/english-dutch/search?source=auto&query=jammer,"adjective: unfortunate, regrettable
adverb: unfortunately, regrettably"


82,wegwezen,"*get out*
verb: piss off
phrase: take to one's heel
Wegwezen! - Get out of here!",Wegwezen! - Get out of here!,*get out*,"[['piss off'], [""take to one's heel""]]",verb phrase,verb phrase,https://www.linguee.com/english-dutch/search?source=auto&query=wegwezen,"verb: piss off
phrase: take to one's heel"


83,macht,"*power*
noun: power, force, might
""De macht van het geld is groot."" - ""The power of money is great.""","""De macht van het geld is groot."" - ""The power of money is great.""",*power*,"[['power', 'force', 'might', 'hand', 'hold', 'leverage', 'potency', 'empire', 'reign', 'mightiness', 'grip', 'grasp', 'potence', 'domain', 'stranglehold', 'lordship', 'gripe']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=macht,"noun: power, force, might"


84,drugs,"*drugs*
noun: drug, junk
Drugs zijn verboden in Nederland. - Drugs are forbidden in the Netherlands.",Drugs zijn verboden in Nederland. - Drugs are forbidden in the Netherlands.,*drugs*,"[['drug', 'junk']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=drugs,"noun: drug, junk"


85,geboren,"*born*
adjective: born, nee
Ik ben in Amsterdam geboren. - I was born in Amsterdam.",Ik ben in Amsterdam geboren. - I was born in Amsterdam.,*born*,"[['born', 'nee']]",adjective,adjective,https://www.linguee.com/english-dutch/search?source=auto&query=geboren,"adjective: born, nee"


86,dragen,"*wear*
verb: wear, bear, carry
noun: bearing
Ik draag een jas - I am wearing a jacket.",Ik draag een jas - I am wearing a jacket.,*wear*,"[['wear', 'bear', 'carry', 'suffer', 'defray', 'discharge', 'portage', 'weep', 'range'], ['bearing']]",verb noun,verb noun,https://www.linguee.com/english-dutch/search?source=auto&query=dragen,"verb: wear, bear, carry
noun: bearing"


87,keuze,"*choice*
noun: choice, selection, option
Mijn keuze is gemaakt. - My choice has been made.",Mijn keuze is gemaakt. - My choice has been made.,*choice*,"[['choice', 'selection', 'option', 'pick', 'election', 'alternative', 'culling']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=keuze,"noun: choice, selection, option"


88,gefeliciteerd,"*congratulations*
interjection: Congratulations!
Gefeliciteerd! Congratulations!",Gefeliciteerd! Congratulations!,*congratulations*,[['Congratulations!']],interjection,interjection,https://www.linguee.com/english-dutch/search?source=auto&query=gefeliciteerd,interjection: Congratulations!


89,situatie,"*situation*
noun: situation, circumstances, plight
De situatie is veranderd. - The situation has changed.",De situatie is veranderd. - The situation has changed.,*situation*,"[['situation', 'circumstances', 'plight']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=situatie,"noun: situation, circumstances, plight"


90,missen,"*to miss*
verb: miss, lack, spare
noun: failing
Ik mis mijn familie. - I miss my family.",Ik mis mijn familie. - I miss my family.,*to miss*,"[['miss', 'lack', 'spare', 'lose', 'want', 'let slip', 'go wide'], ['failing']]",verb noun,verb noun,https://www.linguee.com/english-dutch/search?source=auto&query=missen,"verb: miss, lack, spare
noun: failing"


91,honger,"*hungry*
noun: hunger
Ik heb honger - I am hungry.",Ik heb honger - I am hungry.,*hungry*,[['hunger']],noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=honger,noun: hunger


92,betaald,"*paid*
adjective: paid, paid-in, paid-up
abbreviation: pd.
Ik heb al betaald. - I have already paid.",Ik heb al betaald. - I have already paid.,*paid*,"[['paid', 'paid-in', 'paid-up'], ['pd.']]",adjective abbreviation,adjective abbreviation,https://www.linguee.com/english-dutch/search?source=auto&query=betaald,"adjective: paid, paid-in, paid-up
abbreviation: pd."


93,liefje,"*Darling*
noun: sweetheart, love, darling
""Liefje, ik hou van je"" - ""Sweetheart, I love you""","""Liefje, ik hou van je"" - ""Sweetheart, I love you""",*Darling*,"[['sweetheart', 'love', 'darling', 'lassie', 'lass', 'pussycat']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=liefje,"noun: sweetheart, love, darling"


94,duurt,"*takes*
verb: last, continue, endure
Het duurt twee uur. - It takes two hours.",Het duurt twee uur. - It takes two hours.,*takes*,"[['last', 'continue', 'endure', 'drag on', 'get on in years']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=duurt,"verb: last, continue, endure"


95,schelen,"*care*
verb: differ, ail
Het scheelt me niet veel. - It doesn't make much difference to me.",Het scheelt me niet veel. - It doesn't make much difference to me.,*care*,"[['differ', 'ail']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=schelen,"verb: differ, ail"


96,kaart,"*card*
noun: map, card, ducket
Ik heb een kaart van Europa gekocht. - I bought a map of Europe.",Ik heb een kaart van Europa gekocht. - I bought a map of Europe.,*card*,"[['map', 'card', 'ducket']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=kaart,"noun: map, card, ducket"


97,rij,"*queue*
noun: row, queue, array
Ik rij met de auto naar mijn werk. - I drive to work in the car.",Ik rij met de auto naar mijn werk. - I drive to work in the car.,*queue*,"[['row', 'queue', 'array', 'tier', 'file', 'rank', 'string', 'range', 'chain', 'course', 'set', 'field', 'swath', 'stringer']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=rij,"noun: row, queue, array"


98,bal,"*ball*
noun: ball, dance, chunk
De jongen gooide de bal naar zijn vriend. - The boy threw the ball to his friend.",De jongen gooide de bal naar zijn vriend. - The boy threw the ball to his friend.,*ball*,"[['ball', 'dance', 'chunk', 'sphere', 'lump', 'pill', 'palm', 'knur', 'knurr', 'clod']]",noun,noun,https://www.linguee.com/english-dutch/search?source=auto&query=bal,"noun: ball, dance, chunk"


99,werkte,"*worked*
verb: work, operate, function
Hij werkte hard om zijn doelen te bereiken.
He worked hard to achieve his goals.","Hij werkte hard om zijn doelen te bereiken.
He worked hard to achieve his goals.",*worked*,"[['work', 'operate', 'function', 'act', 'labor', 'play', 'ply', 'functionate', 'ferment', 'labour']]",verb,verb,https://www.linguee.com/english-dutch/search?source=auto&query=werkte,"verb: work, operate, function"


