,Unnamed: 0,Spanish,show,lemma,ChatGPT_Sentence
231,2231,magia,magia,,"Las huellas en el suelo nos ayudaron a averiguar la magia del bosque.
The footprints on the ground helped us to discover the magic of the forest."
232,2232,lluvia,lluvia,,"La camisa del cerdo se mojó con la lluvia.
The pig's shirt got wet with the rain."
233,2233,humor,humor,,"Dudo que los chistes malos mejoren mi humor.
I doubt that bad jokes will improve my mood."
234,2234,autos,*autos* (auto),,"El criminal dudo antes de robar los autos.
The criminal hesitated before stealing the cars."
235,2235,veía,*veía* (ver),,"Veía la propiedad y no podía detenerme de admirarla.

I saw the property and couldn't stop admiring it."
236,2236,tantas,*tantas* (tanto),,"En la película, el héroe se presentó ante tantas enemigos.  
In the movie, the hero faced so many enemies."
237,2237,respirar,respirar,,"El cerdo respira mientras busca empleo.  
The pig breathes while looking for a job."
238,2238,cantar,cantar,,"Los guardias del universo empiezan a cantar.
The guards of the universe start to sing."
239,2239,trabajas,*trabajas* (trabajar),,"¿Sabías que la magia con la que trabajas es muy poderosa?
Did you know that the magic you work with is very powerful?"
240,2240,disparo,disparo,,"El disparo de magia rompió la botella.
The magic shot broke the bottle."
241,2241,conversación,conversación,,"Tuvimos una conversación que cambia varias cosas.

We had a conversation that changes several things."
242,2242,olor,olor,,"El desayuno gratis tiene un olor delicioso.
The free breakfast has a delicious smell."
243,2243,asesinos,*asesinos* (asesino),,"María está asustada porque hay asesinos en la ciudad.
Maria is scared because there are killers in the city."
244,2244,muchacha,muchacha,,"La muchacha dura mucho tiempo en aprender a manejar.
The girl takes a long time to learn how to drive."
245,2245,modelo,modelo,,"El modelo se llamaba Juan y siempre recordaba los números.  
The model was called Juan and always remembered the numbers."
246,2246,curso,curso,,"Escucho atentamente en el curso que llamé interesante.
I listen attentively in the course that I called interesting."
247,2247,canal,canal,,"Perdimos el remo y el bote se fue a la deriva en el canal.

We lost the oar and the boat drifted away in the canal."
248,2248,rock,rock,,"La roca en el techo es obra de un genio.
The rock on the roof is the work of a genius."
249,2249,llorar,llorar,,"Los americanos le dijeron al niño: ""¡Aléjate y no empieces a llorar!""

The Americans told the boy: ""Step away and don't start crying!"""
